id	label	query
2_4_40	14	select * from takes where takes.grade is not null and (takes.grade <> 'f' or (takes.grade = 'f' and takes.id not in (select t.id from takes s,takes t where s.id=t.id and s.grade='f' and t.grade <> 'f'and s.course_id=t.course_id) ) )
2_4_41	14	select a.* from takes a,takes b where a.id = b.id and a.course_id = b.course_id and ((a.grade <> 'f') or (a.grade = 'f' and b.grade <> 'f')) and a.grade is not null
2_4_42	14	select * from takes where grade is not null and grade != 'f' ) union (select * from takes p where p.grade = 'f' and (p.id,p.course_id) not in (select q.id,q.course_id from takes q where p.id = q.id and p.course_id = q.course_id and q.grade != 'f')
2_4_43	14	select * from takes where grade is not null and grade <> 'f') union (select * from takes r where r.grade = 'f' and ((r.course_id,r.id) not in (select q.id,q.course_id from takes q where r.id=q.id and r.course_id=q.course_id and q.grade <> 'f'))
2_4_44	14	select * from takes) except (select t1.id,t1.course_id,t1.sec_id,t1.semester,t1.year,t1.grade from takes t1,takes t2 where (t1.id = t2.id and t1.course_id = t2.course_id and t1.grade <> t2.grade and t1.grade = 'f')) union (select * from takes where grade is null
2_4_45	14	with t1 as (select * from takes) select * from takes where (grade is not null) and (grade != 'f' or (grade = 'f' and (select count(*) from t1 where t1.course_id=course_id and t1.id=id and grade !='f') > 0))
2_4_46	14	with failed_takes as (select * from takes where grade = 'f') select takes.id,takes.course_id,takes.sec_id,takes.semester,takes.year,takes.grade from failed_takes,takes where takes.id = failed_takes.id and takes.grade != 'f'
2_4_47	14	select * from takes where grade is not null ) except ( select * from (select * from takes where grade ='f') a where (id,course_id) in (select id,course_id from takes where grade <> 'f' and grade is not null)
2_4_48	14	select * from takes) except ((select s.id,s.course_id,s.sec_id,s.semester,s.year,s.grade from takes s,takes t where s.id = t.id and s.course_id = t.course_id and s.grade = 'f' and t.grade <> s.grade) union (select * from takes where grade is null)
2_4_49	14	select * from takes) except (select * from takes where (id = (select id from takes where id=(select id from (select id,course_id from (select * from takes where grade='f') a) b) and course_id=(select course_id from (select id,course_id from (select * from takes where grade='f') c) d) and not (grade='f')) and course_id =(select course_id from takes where id=(select id from (select id,course_id from (select * from takes where grade='f') e) f) and course_id=(select course_id from (select id,course_id from (select * from takes where grade='f') g) h) and not(grade='f')) and grade='f') or (grade is null)
2_4_50	14	with val1 as (select takes.id,takes.course_id from takes where takes.grade = 'f'),val2 as (select val1.id,val1.course_id from takes,val1 where val1.id = takes.id and val1.course_id = takes.course_id and takes.grade <> 'f' ),val3 as (select val1.id id,val1.course_id from val1,val2 where val1.id <> val2.id) select takes.id from takes,val3 where takes.id <> val3.id
2_4_51	14	select * from takes) except (select * from takes where grade is null) union (select * from (with a as (select * from takes) select t1.id,t1.course_id,t1.sec_id,t1.semester,t1.year,t1.grade from a t1,a t2 where t1.id = t2.id and t1.course_id = t2.course_id and t1.grade = 'f' and t2.grade <> 'f' and (t1.semester <> t2.semester and t1.year <> t2.year)) b
2_4_52	14	select * from takes where grade is not null except (select a.id,a.course_id,a.sec_id,a.semester,a.year,a.grade from takes a,takes b where a.id=b.id and a.course_id=b.course_id and a.grade='f'and b.grade <> 'f' and (a.semester <> b.semester and a.year<>b.year))
